"Driver.ID","First.Name","Last.Name","Number.of.Violations","Number.of.Accidents","Marital.Status","Gender","Miles.to.work","Primary.Vehicle.Use","Date.of.Birth","Vehicle.ID"
123104,"Delia","Rourke",2,0,"M","F","NULL","Work","NULL","19"
123121,"Alfonzo","Sprott",6,0,"M","F","20","Work","9/6/1982","7"
123138,"Susana","Borroto",4,1,"M","M","16","Work","7/7/1984","39"
123155,"Cleo","Cotroneo",3,1,"M","M","40","Leisure","2/15/1965","74"
123172,"Henry","Wilhite",2,0,"S","F","15","Work","4/23/1962","46"
123189,"Pricilla","Whiteside",0,0,"M","M","NULL","Work","NULL","78"
123206,"Pasquale","Cornelson",0,0,"M","F","27","Work","9/5/1981","69"
123223,"Anthony","Sawatzke",0,2,"S","M","21","Leisure","2/7/1967","59"
123240,"Meaghan","Scantlebury",6,4,"S","M","11","Work","1/25/1991","NULL"
123257,"Clemmie","Boose",1,1,"M","M","37","Work","12/19/1964","68"
123274,"Lesha","Concienne",4,0,"M","M","27","Leisure","3/21/1970","53"
123291,"Lonnie","Suchanek",1,0,"S","M","35","Work","9/19/1964","60"
123308,"Allen","Gallen",4,0,"M","M","18","Leisure","12/1/1949","50"
123325,"Jackson","Oslin",2,0,"M","M","3","Work","2/21/1962","NULL"
123342,"Leonie","Tkacz",1,0,"S","M","20","Leisure","8/18/1990","73"
123359,"Kacey","Trimble",6,0,"M","M","39","Work","6/13/1977","NULL"
123376,"Tynisha","Notice",0,0,"M","M","35","Leisure","6/12/1978","NULL"
123393,"Sandee","Sturrup",1,0,"M","M","2","Work","5/30/1971","NULL"
123410,"Shad","Sarkisian",3,1,"S","M","5","Work","2/8/1993","63"
123427,"Avelina","Brussell",4,0,"S","M","31","Work","7/18/1990","53"
123444,"Bill","Chatmon",2,0,"M","F","4","Work","9/7/1977","NULL"
123461,"Mark","Steider",5,1,"S","F","5","Work","4/17/1984","87"
123478,"Lilly","Picket",3,0,"M","M","5","Work","12/21/1973","NULL"
123495,"Miyoko","Semmel",1,1,"S","F","24","Leisure","1/13/1995","NULL"
123512,"Elnora","Banowski",3,0,"M","M","23","Work","3/30/1984","NULL"
123529,"Cami","Alamin",2,0,"S","F","34","Work","4/16/1951","NULL"
123546,"Jeana","Hytros",0,0,"M","F","20","Work","8/23/1977","37"
123563,"Florentino","Lobregat",0,1,"S","F","31","Work","9/25/1987","70"
123580,"Bernadine","Knierim",2,0,"M","M","20","Work","12/16/1970","NULL"
123597,"Elmer","Leicher",2,0,"S","M","30","Leisure","5/16/1976","80"
123614,"Hilary","Routzahn",1,0,"S","M","6","Work","5/31/1999","NULL"
123631,"Rubie","Ferrara",3,0,"M","M","14","Leisure","8/17/1989","72"
123648,"Jamison","Scholl",0,0,"M","F","2","Work","2/27/1962","38"
123665,"Herb","Boepple",4,0,"D","M","19","Work","2/25/1961","NULL"
123682,"Sheena","Finefrock",5,1,"M","M","28","Work","2/19/1994","70"
123699,"Anh","Lacour",3,0,"M","M","2","Leisure","9/8/1979","NULL"
123716,"Pansy","Peevy",3,0,"M","M","3","Work","10/18/1988","47"
123733,"Susie","Falco",3,0,"M","M","18","Work","7/26/1988","7"
123750,"Kandace","Boensch",0,0,"S","F","10","Leisure","4/30/1971","NULL"
123767,"Warner","Maloy",3,1,"D","M","31","Work","1/26/1987","62"
123784,"Darlene","Fullam",1,0,"D","F","23","Work","7/5/1966","NULL"
123801,"Darren","Bernes",2,0,"S","F","19","Work","4/20/1995","49"
123818,"Shemeka","Byone",1,0,"S","M","28","Work","1/16/1963","NULL"
123835,"Emmie","Saurez",2,0,"M","M","20","Work","11/14/1970","79"
123852,"Theresia","Dopson",0,0,"S","M","12","Work","3/28/1971","NULL"
123869,"Kimberlee","Filbert",4,0,"S","M","21","Work","5/16/1977","55"
123886,"Savannah","Ringo",3,0,"S","F","NULL","Work","NULL","NULL"
123903,"Alissa","Blish",2,0,"S","M","15","Work","7/16/1972","53"
123920,"Delinda","Blommel",3,0,"S","M","35","Work","12/4/1974","NULL"
123937,"Louise","Oberdorf",2,0,"M","F","7","Work","5/31/1994","50"
123954,"Eugena","Vanolinda",0,0,"M","F","16","Work","2/22/1988","NULL"
123971,"Mitzi","Fuel",5,0,"S","F","NULL","Work","NULL","NULL"
123988,"Teofila","Hellweg",1,0,"D","F","15","Work","2/5/1966","NULL"
124005,"Diego","Jaeger",5,0,"S","F","35","Leisure","1/5/1964","NULL"
124022,"Celinda","Chamers",4,0,"S","M","6","Work","5/10/1999","4"
124039,"Cristopher","Raring",1,1,"S","M","10","Leisure","9/10/1987","NULL"
124056,"Brittani","Buckson",2,0,"M","M","39","Work","11/8/1969","66"
124073,"Carmelia","Tromburg",0,0,"M","M","3","Work","7/13/1972","NULL"
124090,"Beverlee","Cryder",3,1,"S","M","12","Work","10/2/1987","59"
124107,"Vanda","Disch",3,0,"S","M","NULL","Leisure","NULL","NULL"
124124,"Valencia","Igwe",3,0,"S","M","31","Work","11/25/1983","NULL"
124141,"Geraldine","Greenler",5,0,"S","F","24","Work","9/10/1993","NULL"
124158,"Catharine","Gulati",2,0,"S","M","5","Work","3/16/1997","82"
124175,"Yasmine","Leckbee",4,1,"S","F","27","Work","4/2/1997","NULL"
124192,"Lindsay","Muthart",0,0,"S","M","13","Work","8/7/1995","59"
124209,"Coretta","Sarinana",4,1,"S","F","11","Leisure","8/28/1999","69"
124226,"Cherry","Boshard",5,0,"M","M","17","Work","11/26/1968","NULL"
124243,"Loida","Manista",6,1,"M","F","38","Leisure","12/26/1984","22"
124260,"Suanne","Somoza",4,1,"S","M","NULL","Work","NULL","70"
124277,"Andre","Wormwood",2,0,"S","M","34","Leisure","6/12/1953","58"
124294,"Frances","Slacum",2,0,"S","F","10","Leisure","8/9/1966","NULL"
124311,"Otelia","Dininno",3,0,"S","M","35","Work","3/22/1985","NULL"
124328,"Vannesa","Rishell",0,0,"S","M","9","Work","7/18/1991","NULL"
124345,"Irwin","Wallinger",0,0,"M","M","40","Work","9/20/1952","NULL"
124362,"Roslyn","Onusko",0,0,"M","M","5","Work","11/10/1988","85"
124379,"Beverly","Ogzewalla",0,1,"M","M","36","Work","2/5/1980","76"
124396,"Quiana","Stavish",3,0,"S","M","4","Work","8/24/1992","10"
124413,"Eddie","Scheidel",3,1,"S","M","16","Work","7/26/1977","NULL"
124430,"Earlean","Vanvalkenbur",0,0,"M","M","4","Leisure","2/19/1954","NULL"
124447,"Ed","Mantelli",5,3,"S","M","35","Work","7/20/1990","35"
124464,"Estell","Naomi",6,0,"S","M","26","Work","5/8/1984","NULL"
124481,"Chanda","Spuck",0,2,"S","M","14","Work","4/4/1986","NULL"
124498,"Jeanelle","Bares",2,0,"S","M","14","Work","12/5/1991","25"
124515,"Eartha","Galvani",2,0,"D","M","8","Work","1/19/1975","55"
124532,"Monica","Longaker",6,0,"D","M","13","Work","1/24/1971","NULL"
124549,"Rebbecca","Chandra",3,0,"M","F","NULL","Leisure","NULL","NULL"
124566,"Camellia","Gieger",5,0,"M","M","24","Work","1/17/1986","47"
124583,"Sheila","Birney",6,0,"S","F","26","Work","4/18/1994","NULL"
124600,"Edmund","Dargenio",2,0,"M","M","NULL","Work","NULL","NULL"
124617,"Mervin","Fehr",2,0,"M","F","40","Work","12/15/1957","NULL"
124634,"Caroline","Gerke",3,1,"D","F","5","Work","3/15/1983","NULL"
124651,"Adela","Hua",4,0,"S","M","27","Work","2/4/1997","NULL"
124668,"Roxana","Lee",1,0,"M","M","13","Work","8/29/1959","NULL"
124685,"Carl","Handelsman",4,0,"M","F","9","Work","11/9/1960","NULL"
124702,"Alysia","Teele",0,0,"M","M","25","Work","7/27/1951","76"
124719,"Daron","Belrose",4,0,"S","M","34","Work","8/23/1981","71"
124736,"Isobel","Carmickel",3,0,"M","M","29","Work","4/13/1953","86"
124753,"Tonie","Gubin",0,0,"S","M","20","Work","2/3/1957","38"
124770,"Candis","Wiltsey",2,0,"M","F","20","Work","8/8/1993","78"
124787,"Troy","Porres",2,0,"S","M","NULL","Leisure","NULL","NULL"
124804,"Florida","Artalejo",1,0,"D","M","29","Leisure","3/31/1965","NULL"
124821,"Helena","Brice",5,2,"S","F","28","Work","7/21/1980","NULL"
124838,"Susana","Madding",1,0,"S","F","37","Work","4/18/1970","NULL"
124855,"Leandra","Regino",2,0,"S","M","10","Work","7/12/1970","76"
124872,"Diego","Schrotenboer",3,1,"S","F","16","Work","12/30/1986","NULL"
124889,"Theron","Friedl",0,0,"M","M","NULL","Work","NULL","NULL"
124906,"Kati","Mccurley",3,1,"S","M","5","Work","10/6/1996","35"
124923,"Ernestina","Brehmer",0,0,"S","F","27","Leisure","1/31/1999","12"
124940,"Alex","Rieland",2,0,"S","F","23","Work","7/30/1997","NULL"
124957,"Chan","Schnorbus",1,0,"M","F","28","Work","4/3/1979","87"
124974,"Winnie","Chwalek",3,0,"S","F","19","Work","8/1/1975","NULL"
124991,"Walker","Montejo",0,2,"S","M","28","Leisure","7/24/1971","NULL"
125008,"Eliz","Crannell",6,3,"S","F","40","Work","8/10/1969","28"
125025,"Shane","Hughe",3,1,"M","M","18","Work","6/24/1986","41"
125042,"Donetta","Moredock",3,0,"S","F","15","Leisure","11/26/1994","78"
125059,"Barb","Defide",5,3,"M","F","19","Work","12/20/1978","11"
125076,"Merlyn","Mckinnon",0,0,"S","M","32","Work","5/24/1967","NULL"
125093,"Nicol","Parlett",0,2,"S","M","32","Work","7/2/1984","71"
125110,"Tasha","Javarone",6,0,"D","M","28","Work","6/20/1990","NULL"
125127,"Cyndi","Schmider",2,0,"M","M","NULL","Work","NULL","72"
125144,"Mellissa","Hettwer",5,0,"S","F","11","Work","12/8/1965","46"
125161,"Sherley","Cauazos",2,0,"M","F","6","Work","4/25/1965","54"
125178,"Raymonde","Deaner",0,0,"M","M","38","Work","10/1/1983","76"
125195,"Jeannette","Nacke",2,0,"S","F","16","Work","5/7/1997","56"
125212,"Lorilee","Bates",6,1,"M","M","7","Work","1/4/1992","NULL"
125229,"Jenni","Perea",4,0,"M","M","30","Work","5/8/1967","NULL"
125246,"Alan","Pourchot",4,2,"S","M","23","Work","11/10/1992","NULL"
125263,"Gerardo","Sharpes",3,0,"S","M","4","Work","11/21/1979","NULL"
125280,"Mitchell","Yasso",4,0,"D","M","26","Work","6/21/1982","44"
125297,"Latarsha","Douds",0,0,"D","M","24","Work","5/7/1989","NULL"
125314,"Shaquana","Ailor",5,3,"D","M","21","Work","6/24/1972","54"
125331,"Rosia","Baumgarter",0,0,"S","M","31","Leisure","2/4/1973","45"
125348,"Adina","Mcgrail",6,2,"S","M","1","Work","2/10/1989","NULL"
125365,"Naomi","Wank",1,0,"S","M","6","Leisure","5/15/1967","NULL"
125382,"Latricia","Belke",4,0,"D","M","39","Leisure","9/5/1987","53"
125399,"Marisela","Goston",2,0,"M","M","15","Leisure","5/29/1964","77"
125416,"Elke","Coultrap",1,0,"M","M","NULL","Work","NULL","71"
125433,"Elvie","Pfeifer",3,1,"S","F","24","Leisure","9/1/1999","NULL"
125450,"Lakeisha","Sesco",5,0,"M","M","3","Work","3/11/1984","NULL"
125467,"Terence","Uecker",2,0,"M","F","31","Work","4/25/1976","65"
125484,"Leilani","Lorence",3,1,"M","M","12","Work","5/24/1994","NULL"
125501,"Li","Kirchoff",3,1,"S","F","3","Work","5/31/1987","NULL"
125518,"Louisa","Walkup",0,0,"S","F","5","Work","6/11/1987","83"
125535,"Autumn","Stolar",0,1,"S","F","38","Leisure","4/26/1948","40"
125552,"Sara","Alessi",1,0,"S","M","NULL","Work","NULL","NULL"
125569,"Birgit","Aquilera",2,0,"S","F","20","Leisure","12/6/1978","1"
125586,"Ahmed","Alonso",4,1,"M","M","11","Work","5/26/1987","74"
125603,"Hertha","Muterspaw",2,0,"M","F","19","Work","6/26/1979","NULL"
125620,"Adell","Dembo",1,0,"M","F","22","Work","4/27/1981","44"
125637,"Carry","Mabel",2,0,"M","M","14","Work","11/13/1987","57"
125654,"Ardell","Sedlack",1,0,"S","F","9","Leisure","2/1/1993","NULL"
125671,"Giuseppina","Elgin",3,1,"S","F","31","Work","8/4/1990","66"
125688,"Michal","Gravitz",4,2,"M","M","23","Work","4/6/1970","62"
125705,"Zina","Pirrotta",3,0,"S","F","35","Leisure","7/30/1978","NULL"
125722,"Dayle","Mulliniks",3,0,"M","F","21","Work","4/11/1966","55"
125739,"Emelia","Silkwood",5,2,"M","M","16","Work","10/16/1974","NULL"
125756,"Valrie","Touart",0,0,"M","F","7","Work","3/15/1969","NULL"
125773,"Roxanna","Drawec",2,0,"M","M","NULL","Leisure","NULL","NULL"
125790,"Gisela","Goldin",2,0,"S","M","17","Work","10/10/1977","77"
125807,"Elaine","Ensel",5,0,"M","M","25","Work","11/3/1975","52"
125824,"Vickey","Blyler",0,0,"S","M","24","Work","3/18/1961","NULL"
125841,"Vernetta","Else",0,2,"M","F","35","Work","2/19/1981","NULL"
125858,"Kerstin","Hue",0,2,"S","F","37","Work","1/25/1966","41"
125875,"Sonya","Ouchi",6,0,"S","M","23","Work","2/22/1990","63"
125892,"Kai","Fragosa",6,0,"S","M","40","Work","4/21/1988","NULL"
125909,"Christi","Kalafatis",3,1,"S","M","NULL","Work","NULL","NULL"
125926,"Victoria","Oliven",2,0,"M","M","17","Work","11/12/1962","NULL"
125943,"Keturah","Aiola",2,0,"M","F","14","Work","8/25/1967","35"
125960,"Tempie","Blasenhauer",1,1,"M","M","14","Work","8/8/1951","NULL"
125977,"Polly","Schwalm",0,0,"M","F","25","Work","2/16/1967","NULL"
125994,"Adolfo","Sobie",0,1,"M","F","26","Work","8/20/1976","31"
126011,"Avril","Kuban",4,0,"S","M","5","Leisure","3/22/1996","10"
126028,"Dudley","Mcgarvie",2,0,"M","M","5","Work","6/7/1966","55"
126045,"Pamella","Depriest",3,0,"S","F","36","Work","12/9/1984","NULL"
126062,"Louisa","Heam",5,0,"M","M","26","Work","7/2/1974","60"
126079,"Katrina","Talaro",6,3,"S","F","31","Leisure","7/30/1989","NULL"
126096,"Danette","Hamler",2,0,"S","M","14","Work","8/9/1970","65"
126113,"Edwina","Feurtado",2,0,"M","M","NULL","Work","NULL","NULL"
126130,"Jimmy","Kizewski",5,0,"S","M","31","Work","8/29/1980","NULL"
126147,"Scott","Fugua",5,0,"S","F","30","Work","8/13/1990","51"
126164,"Adria","Laferte",0,0,"D","M","17","Leisure","12/16/1967","NULL"
126181,"Florance","Tejeda",3,1,"M","M","19","Work","5/5/1992","36"
126198,"Wan","Bjerken",3,1,"S","M","23","Leisure","12/7/1987","35"
126215,"Maryrose","Donnelson",3,0,"S","F","15","Work","5/18/1986","58"
126232,"Dierdre","Keeny",3,1,"S","M","32","Work","12/2/1972","NULL"
126249,"Dayle","Guerrier",6,1,"M","M","21","Work","10/26/1986","46"
126266,"Ollie","Valakas",1,0,"M","M","28","Leisure","12/7/1955","NULL"
126283,"Cathi","Calnick",3,1,"M","M","6","Work","9/13/1985","58"
126300,"Clarita","Ngov",2,0,"S","M","27","Leisure","8/30/1961","69"
126317,"Mireille","Pafundi",5,3,"M","M","32","Work","8/9/1986","23"
126334,"Tim","Baillargeon",2,0,"M","M","13","Work","3/8/1994","53"
126351,"Efren","Pinna",4,0,"M","M","33","Work","4/19/1977","NULL"
126368,"Callie","Fanion",6,0,"S","F","32","Work","5/25/1984","36"
126385,"Kathaleen","Dedaj",3,0,"M","M","2","Work","11/13/1978","75"
126402,"Morgan","Dellapina",6,4,"M","F","8","Work","10/18/1987","43"
126419,"Olive","Pegelow",3,1,"S","M","32","Work","5/6/1987","NULL"
126436,"Claris","Smurthwaite",1,0,"S","F","38","Work","4/2/1952","NULL"
126453,"Cecilia","Hoagberg",3,0,"D","F","22","Work","8/11/1986","NULL"
126470,"Daniela","Ricciardone",4,1,"S","M","1","Leisure","6/17/1998","77"
126487,"Tracee","Rigo",4,2,"D","M","30","Leisure","11/21/1965","NULL"
126504,"Jimmy","Muldowney",6,0,"M","F","12","Work","8/11/1994","NULL"
126521,"Jenell","Rouzzo",2,0,"M","M","39","Leisure","10/1/1988","72"
126538,"Evan","Franko",0,0,"D","M","13","Work","3/30/1976","67"
126555,"Lonny","Traicoff",1,0,"S","F","23","Leisure","6/25/1970","NULL"
126572,"Sirena","Etling",3,0,"M","M","31","Leisure","9/19/1959","39"
126589,"Odell","Wolaver",1,0,"M","F","28","Work","1/25/1991","60"
126606,"Marcene","Lyden",0,0,"M","M","30","Work","3/26/1993","NULL"
126623,"Thresa","Guerro",3,0,"M","M","18","Work","1/24/1992","13"
126640,"Louella","Izzo",0,1,"S","M","38","Leisure","6/12/1991","11"
126657,"Aron","Stinebuck",4,2,"M","M","33","Work","4/2/1972","NULL"
126674,"Debby","Curly",0,0,"S","M","26","Work","9/11/1995","NULL"
126691,"Kalyn","Oilvares",2,0,"S","F","8","Leisure","12/19/1973","70"
126708,"Laree","Kusiak",3,0,"S","M","17","Work","9/5/1992","3"
126725,"Alpha","Olavarria",1,0,"M","M","22","Work","11/3/1978","9"
126742,"Penney","Hardman",3,0,"S","F","14","Work","5/11/1991","NULL"
126759,"Herb","Plante",3,0,"S","F","9","Leisure","7/21/1969","NULL"
126776,"Claude","Patry",4,2,"S","F","33","Work","12/22/1977","81"
126793,"Darren","Brightly",4,0,"S","M","6","Leisure","12/31/1994","NULL"
126810,"Haley","Gallow",3,1,"M","M","20","Work","9/10/1972","52"
126827,"Peg","Sutphen",1,0,"S","M","28","Work","4/10/1997","NULL"
126844,"Blythe","Brassfield",6,2,"S","F","21","Work","3/7/1992","83"
126861,"Terisa","Wison",4,0,"S","F","28","Work","6/26/1996","NULL"
126878,"Araceli","Laquay",3,0,"S","M","20","Work","3/17/1991","78"
126895,"Arthur","Riise",5,0,"M","F","1","Leisure","11/6/1986","NULL"
126912,"Rhett","Digerolamo",5,1,"M","M","25","Work","4/23/1990","70"
126929,"Launa","Osterloh",3,1,"M","M","38","Leisure","12/17/1973","77"
126946,"Darcy","Quillin",6,0,"D","M","5","Work","10/5/1989","NULL"
126963,"Caroline","Hittman",2,0,"M","M","40","Work","2/11/1957","67"
126980,"Rose","Pomarico",1,0,"M","F","22","Work","9/23/1967","NULL"
126997,"Kaleigh","Ketzler",0,2,"M","M","36","Work","10/27/1981","NULL"
127014,"Nohemi","Loze",3,0,"M","M","29","Work","12/2/1978","NULL"
127031,"Wilburn","Grays",0,0,"M","M","10","Leisure","2/24/1972","48"
127048,"Rebeca","Wiebold",1,1,"S","F","13","Work","3/12/1998","NULL"
127065,"Geralyn","Ruggles",2,0,"S","F","22","Work","1/9/1992","NULL"
127082,"Sherly","Bernitsky",4,0,"S","M","38","Work","10/11/1979","NULL"
127099,"Tamiko","Denery",0,0,"M","F","34","Work","2/21/1972","NULL"
127116,"Lavona","Baroldy",0,1,"M","M","29","Work","4/28/1965","NULL"
127133,"Tamesha","Fliger",2,0,"S","M","26","Leisure","9/21/1959","82"
127150,"Ebonie","Gravino",4,2,"S","M","13","Work","3/2/1992","NULL"
127167,"Opal","Shoddie",1,0,"S","M","5","Work","11/29/1981","NULL"
127184,"Andree","Gatzke",5,2,"M","M","40","Leisure","11/27/1990","37"
127201,"Dion","Mchendry",2,0,"S","M","27","Work","4/9/1997","1"
127218,"Lashaun","Cruff",6,3,"S","M","1","Work","5/31/1973","NULL"
127235,"Shera","Alhameed",3,0,"M","M","29","Work","6/6/1993","NULL"
127252,"Letisha","Staines",3,0,"M","F","40","Work","4/14/1966","83"
127269,"Roxy","Koberg",4,0,"S","M","5","Work","8/27/1999","62"
127286,"Sofia","Sandstrom",1,0,"M","M","17","Leisure","5/1/1968","NULL"
127303,"Eula","Gradel",2,0,"M","F","25","Leisure","6/21/1993","NULL"
127320,"Cammie","Tumminia",2,0,"M","M","13","Work","2/24/1980","44"
127337,"Teresita","Debuse",0,0,"M","M","1","Work","3/31/1977","24"
127354,"Alanna","Nowosielski",5,0,"M","F","1","Leisure","11/9/1991","NULL"
127371,"Freida","Kincannon",4,0,"M","F","4","Work","1/18/1981","NULL"
127388,"Tara","Vaughen",5,0,"S","F","1","Work","2/15/1988","NULL"
127405,"Emerald","Nulph",3,0,"M","M","26","Leisure","8/3/1969","NULL"
127422,"Bette","Detten",6,4,"S","F","4","Work","10/6/1990","78"
127439,"Harrison","Drawhorn",2,0,"S","F","33","Work","11/5/1970","NULL"
127456,"Jessie","Konzen",1,0,"S","F","16","Work","5/15/1994","55"
127473,"Jonah","Crimmins",0,0,"M","M","15","Work","8/3/1980","39"
127490,"Madelene","Millsaps",0,0,"S","M","19","Work","3/20/1999","53"
127507,"Stephen","Bowser",2,0,"S","F","25","Work","11/12/1952","NULL"
127524,"Rutha","Lueras",1,0,"S","M","20","Work","11/10/1980","70"
127541,"Sharron","Suto",4,2,"D","M","10","Leisure","7/8/1992","NULL"
127558,"Kathryne","Horak",6,2,"S","F","24","Work","6/22/1977","NULL"
127575,"Marisela","Louras",0,0,"S","F","39","Leisure","1/4/1967","77"
127592,"Elroy","Mindell",1,0,"S","F","11","Work","9/25/1991","84"
127609,"Robbyn","Ragan",5,0,"S","M","35","Work","6/11/1967","NULL"
127626,"Charmain","Acrey",3,0,"S","M","16","Work","5/24/1997","NULL"
127643,"Mason","Goodstein",6,0,"M","M","2","Work","1/7/1988","NULL"
127660,"Renae","Klees",4,0,"M","M","8","Leisure","2/2/1990","NULL"
127677,"Rosie","Kusel",0,1,"M","M","18","Work","2/10/1976","64"
127694,"Alleen","Waffle",5,0,"M","M","22","Work","5/23/1980","73"
127711,"Filiberto","Catoggio",2,0,"S","F","9","Work","7/17/1990","NULL"
127728,"Divina","Sorotzkin",3,0,"S","M","NULL","Work","NULL","NULL"
127745,"Jazmine","Holsopple",0,0,"M","M","30","Leisure","6/25/1978","NULL"
127762,"Wesley","Vormelker",0,0,"M","M","40","Leisure","5/29/1974","38"
127779,"Arlyne","Highland",0,0,"M","F","34","Work","4/17/1981","NULL"
127796,"Peter","Kruyt",3,0,"S","M","24","Leisure","4/22/1992","NULL"
127813,"Otha","Lazaroff",3,0,"S","M","29","Work","1/12/1995","NULL"
127830,"Doyle","Deley",0,2,"S","F","13","Work","6/30/1987","NULL"
127847,"Christena","Flicek",3,0,"M","F","18","Leisure","12/26/1988","22"
127864,"Ghislaine","Rieg",6,2,"S","M","28","Work","3/12/1962","32"
127881,"Mariella","Woznick",3,0,"D","M","20","Work","10/28/1985","NULL"
127898,"Prudence","Lemanski",1,1,"M","M","28","Work","6/17/1959","NULL"
127915,"Ranae","Mcgahee",6,4,"S","F","NULL","Work","NULL","44"
127932,"Dominique","Churchwell",1,0,"M","M","29","Work","3/3/1964","30"
127949,"Armida","Engelking",3,0,"M","M","15","Work","9/6/1992","NULL"
127966,"Constance","Lopau",2,0,"M","F","12","Work","12/19/1950","NULL"
127983,"Jenell","Art",2,0,"S","M","23","Leisure","11/12/1958","84"
128000,"Dulcie","Figuera",5,0,"D","M","34","Work","11/6/1980","NULL"
128017,"Sid","Roker",5,1,"S","M","12","Leisure","1/28/1993","NULL"
128034,"Angelyn","Bryngelson",1,0,"S","M","NULL","Work","NULL","6"
128051,"Edmund","Morral",3,0,"S","M","18","Work","3/1/1986","10"
128068,"Chong","Wakeman",1,0,"M","M","38","Work","1/24/1973","81"
128085,"Epifania","Joachin",1,1,"S","M","NULL","Leisure","NULL","NULL"
128102,"Keli","Dalphonse",5,0,"M","M","24","Work","7/15/1965","61"
128119,"Jerrell","Movius",1,1,"S","M","20","Work","6/27/1957","NULL"
128136,"James","Bowar",3,1,"M","F","22","Work","6/7/1967","49"
128153,"Kiersten","Sarkodie",1,0,"S","F","6","Leisure","8/23/1998","NULL"
128170,"Roselee","Stepler",2,0,"M","F","16","Work","12/16/1968","80"
128187,"Kimiko","Chargualaf",1,1,"M","M","8","Work","9/12/1986","65"
128204,"Ocie","Nilsby",3,1,"M","F","23","Work","4/4/1994","NULL"
128221,"Tammi","Losco",5,2,"S","F","28","Work","7/28/1966","NULL"
128238,"Tabatha","Mcmanaway",0,0,"M","M","NULL","Work","NULL","77"
128255,"Rosina","Stoltzman",4,0,"S","F","35","Leisure","1/4/1964","NULL"
128272,"Neal","Wesselhoft",6,2,"M","M","4","Work","4/5/1975","51"
128289,"Claud","Chabez",4,1,"S","F","28","Work","7/28/1974","NULL"
128306,"Tisa","Dalaq",0,0,"S","M","24","Work","9/27/1980","NULL"
128323,"Candance","Braly",4,1,"S","F","4","Leisure","7/17/1972","37"
128340,"Curt","Mcnickle",3,0,"M","M","11","Work","3/23/1963","NULL"
128357,"Pasty","Cuen",1,1,"S","M","8","Leisure","4/8/1998","52"
128374,"Dana","Robuck",1,0,"S","F","17","Work","1/13/1958","54"
128391,"Summer","Demott",4,2,"M","F","12","Work","7/31/1984","NULL"
128408,"Prince","Finkle",3,0,"M","F","11","Leisure","1/19/1986","48"
128425,"Lorretta","Krejcik",3,0,"M","F","5","Work","3/9/1978","67"
128442,"Kanesha","Escoe",6,0,"M","F","2","Work","4/13/1964","NULL"
128459,"Marta","Kogler",4,0,"M","M","11","Work","10/11/1991","80"
128476,"Ashlyn","Ellington",4,0,"S","F","15","Work","1/30/1969","44"
128493,"Zula","Tinner",1,0,"S","M","25","Leisure","12/3/1984","NULL"
128510,"Ariana","Macbeth",3,0,"M","M","33","Work","12/25/1987","48"
128527,"Davis","Cadorette",0,2,"M","F","25","Work","11/2/1973","54"
128544,"Phyliss","Huereca",0,1,"M","F","22","Work","5/15/1992","78"
128561,"Florencia","Spino",5,0,"M","F","17","Work","2/4/1961","46"
128578,"Jene","Passarelli",3,0,"S","F","31","Work","3/9/1972","69"
128595,"Dovie","Maiello",5,0,"M","F","28","Leisure","4/28/1969","57"
128612,"Karolyn","Nagode",1,0,"M","M","24","Work","12/24/1966","NULL"
128629,"Enrique","Sorrow",3,1,"S","F","19","Work","11/23/1967","28"
128646,"Tama","Ragsdale",0,1,"S","M","1","Work","1/13/1993","NULL"
128663,"Logan","Sticklin",4,0,"S","M","16","Work","12/9/1995","NULL"
128680,"Leandro","Fuster",1,0,"S","M","13","Work","1/11/1979","NULL"
128697,"Mikel","Jelinek",0,1,"M","M","32","Work","3/28/1985","NULL"
128714,"Charleen","Moncrief",6,0,"M","M","10","Leisure","5/24/1975","NULL"
128731,"Jean","Ledon",3,0,"S","M","40","Work","8/26/1982","70"
128748,"Lurline","Wiker",2,0,"D","M","7","Work","10/28/1968","46"
128765,"Ruthie","Praino",0,2,"M","M","31","Work","12/3/1978","NULL"
128782,"Lakesha","Holtzclaw",5,1,"S","F","39","Work","11/23/1985","45"
128799,"Britteny","Trebilcock",0,0,"S","F","10","Leisure","2/6/1962","NULL"
128816,"Winter","Debrito",1,0,"D","F","28","Leisure","5/3/1974","NULL"
128833,"Katherin","Scamehorn",6,0,"S","M","19","Leisure","4/10/1984","41"
128850,"Sean","Flies",5,0,"M","M","13","Leisure","11/13/1982","NULL"
128867,"Malcolm","Greever",6,3,"M","M","NULL","Work","NULL","NULL"
128884,"Guillermo","Synovic",0,1,"M","M","16","Work","4/24/1992","76"
128901,"Quyen","Lochner",3,0,"M","F","2","Work","9/28/1991","66"
128918,"Quintin","Beydler",2,0,"S","F","24","Work","10/3/1969","50"
128935,"Shaun","Langeness",0,0,"S","M","24","Leisure","12/8/1971","NULL"
128952,"Velvet","Malsam",2,0,"M","M","5","Work","3/7/1992","50"
128969,"Mabelle","Pesin",5,0,"D","M","NULL","Work","NULL","NULL"
128986,"Ammie","Schleig",1,0,"S","M","24","Work","9/9/1998","8"
129003,"Rosalia","Cammarano",4,0,"S","F","1","Work","9/3/1986","60"
129020,"Mariette","Chriswell",0,1,"S","M","30","Leisure","1/17/1951","45"
129037,"Clark","Nevers",3,1,"M","F","10","Work","1/19/1994","75"
